#OTU ID	UNKGMB37.S143.L001.001	UNKGMB10.S83.L001.001	UNKGMB19.S92.L001.001	UNKGMB7.S80.L001.001	UNKGMB6.S79.L001.001	UNKGMB38.S152.L001.001	LSGMB16.S61.L001.001	UNKGMB5.S78.L001.001	UNKGMB24.S97.L001.001	UNKGMB26.S115.L001.001	LSGMB10.S55.L001.001	UNKGMB28.S133.L001.001	RSGMB3.S68.L001.001	LFGMB1.S73.L001.001	RSGMB4.S69.L001.001	UNKGMB36.S134.L001.001	RSGMB5.S70.L001.001	UNKGMB12.S85.L001.001	G12MB13.S111.L001.001	UNKGMB25.S106.L001.001	RSGMB6.S71.L001.001	G12MB10.S164.L001.001	UNKGMB30.S151.L001.001	UNKGMB14.S87.L001.001	UNKGMB13.S86.L001.001	G2MB7.S144.L001.001	UNKGMB8.S81.L001.001	G12MB2.S163.L001.001	AGMB6.S121.L001.001	UNKGMB21.S94.L001.001	G12MB17.S138.L001.001	G2MB14.S136.L001.001	LSGMB14.S59.L001.001	G12MB7.S137.L001.001	LSGMB11.S56.L001.001	UNKGMB34.S116.L001.001	UNKGMB20.S93.L001.001	G2MB6.S135.L001.001	RSGMB7.S72.L001.001	LSGMB15.S60.L001.001	UNKGMB27.S124.L001.001	UNKGMB29.S142.L001.001	RSGMB1.S66.L001.001	URGMB11.S132.L001.001	G2MB12.S118.L001.001	LSGMB13.S58.L001.001	URGMB13.S150.L001.001	URGMB12.S141.L001.001	LSGMB20.S65.L001.001	UNKGMB33.S107.L001.001	LSGMB1.S46.L001.001	LSGMB17.S62.L001.001	G2MB9.S162.L001.001	G2MB11.S109.L001.001	G12MB14.S120.L001.001	URGMB2.S122.L001.001	G2MB3.S108.L001.001	URGMB5.S149.L001.001	G12MB3.S101.L001.001	G2MB13.S127.L001.001	G12MB11.S102.L001.001	G2MB10.S100.L001.001	G12MB4.S110.L001.001	URGMB4.S140.L001.001	URGMB6.S158.L001.001	G12MB1.S154.L001.001	G2MB15.S145.L001.001	URGMB14.S159.L001.001	AGMB2.S156.L001.001	AGMB7.S130.L001.001	UNKGMB35.S125.L001.001	URGMB3.S131.L001.001	LSGMB19.S64.L001.001	FRCMB4.S166.L001.001	AGMB1.S147.L001.001	FRCMB1.S139.L001.001	UNKGMB18.S91.L001.001	UNKGMB23.S96.L001.001	UNKGMB17.S90.L001.001	AGMB5.S112.L001.001	UNKGMB22.S95.L001.001	UNKGMB4.S77.L001.001	UNKGMB15.S88.L001.001	G12MB5.S119.L001.001	G12MB16.S129.L001.001	G2MB4.S117.L001.001	UNKGMB9.S82.L001.001	G2MB8.S153.L001.001	G2MB2.S99.L001.001	UNKGMB11.S84.L001.001	URGMB8.S105.L001.001	URGMB7.S167.L001.001	G12MB9.S155.L001.001	URGMB9.S114.L001.001	AGMB3.S165.L001.001	G12MB6.S128.L001.001	G12MB8.S146.L001.001	FRCMB2.S148.L001.001	URGMB10.S123.L001.001	FRCMB3.S157.L001.001	AGMB4.S103.L001.001	URGMB1.S113.L001.001	FRCMB5.S104.L001.001	G2MB1.S161.L001.001
110457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	2	2	0	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	1	1	1	2	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	2	0	2	0	0	2	0	3	3	0	1	0	0	1	0	0	0	2	1	0	0
1104556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1106362	124	279	162	248	246	446	224	149	32	91	201	147	139	249	180	152	163	244	1	100	50	1	194	339	243	0	196	0	0	285	1	0	161	0	38	129	191	0	309	189	123	139	217	0	0	117	0	0	237	118	163	219	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	375	0	0	0	120	81	95	0	122	440	246	0	0	0	135	0	0	137	0	1	0	1	0	0	0	0	0	0	0	0	1	1
1105328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	10	0	0	0	1	0	3	11	0	6	10	0	2	0	1	0	40	0	0	0	0	0	0	3	0	5	14	0	0	0	0	6	9	0	19	16	8	12	25	5	10	2	10	1	0	57	20	20	6	0	14	0	3	1	2	0	0	0	12	0	0	0	10	0	53	0	15	5	0	18	2	82	13	17	10	48	0	79	0	4	4	9	5
1104806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1104680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1104627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1105026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0
1105005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1105211	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1106302	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	1	0	1	14	0	0	4	0	0	0	29	2	7	5	0	4	6	0	31	0	1	0	8	0	0	0	0	0	9	3	0	20	5	0	0	0	0	14	18	4	13	35	6	6	26	7	21	29	8	5	5	3	7	11	2	1	9	0	0	8	0	0	0	0	4	1	0	1	18	0	3	0	5	1	1	3	2	2	9	12	22	2	0	0	0	2	11	3	15
1105591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1105552	13	2	2	2	1	1	2	18	0	2	3	2	0	1	1	1	0	1	0	2	0	0	3	0	1	0	0	0	0	2	0	0	1	0	4	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	6	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1105459	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	1	38	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	1	0	0	15	0	0	4	5	0	0	0	2	9	0	0	0	0	3	0	0	0	2	1	0	0	0	0	0	0	0	2	0	0	3	4	0	0	30	2	0	1	0
1105343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1105454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1105514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1105589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
1105574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1105652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1105944	1	0	2	9	0	0	3	0	0	0	3	0	0	8	2	3	3	6	1	3	5	3	2	3	3	5	6	1	1	11	0	2	4	0	2	0	4	0	4	4	0	0	7	3	0	8	3	0	7	0	5	3	1	2	0	0	2	0	1	2	1	2	2	0	0	2	0	0	2	0	2	2	6	0	0	2	0	2	2	0	4	6	3	0	2	1	1	7	0	0	0	3	1	0	0	0	0	0	0	3	0	1	3	1
1105919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1105668	25	1	0	0	1	1	9	0	0	1	6	10	8	1	0	2	1	0	0	6	0	6	20	8	2	0	1	11	1	1	8	3	3	0	16	7	4	0	0	8	2	2	0	1	2	13	8	0	4	5	1	4	20	0	1	0	1	1	2	0	3	0	0	2	0	0	0	8	2	0	0	11	1	0	0	0	44	1	0	0	3	0	0	8	0	1	0	1	3	0	11	0	3	0	0	17	2	0	27	0	0	6	1	0
1105687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1106016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1105984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1106213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1106101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1106318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111019	18	29	35	15	22	9	21	6	14	11	5	26	18	58	26	17	7	19	0	19	4	0	33	30	18	0	5	0	0	25	0	0	10	0	7	15	26	0	12	17	28	24	32	0	0	17	0	0	22	13	15	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	18	0	0	0	20	8	29	0	21	12	16	0	0	0	21	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1108747	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	103	0	0	17	1	0	0	83	0	63	112	0	199	23	0	236	1	0	0	169	0	0	0	0	0	621	87	0	293	33	0	1	0	0	100	480	14	771	22	40	944	418	16	492	246	81	843	38	113	297	638	64	0	127	0	0	638	10	0	0	0	38	0	0	1	204	3	27	0	34	19	0	218	758	108	15	149	342	21	0	0	0	25	14	250	18
1108356	0	2	2	0	0	0	1	0	1	9	9	0	0	1	1	1	21	3	6	0	2	189	0	1	3	15	2	75	10	0	91	43	1	35	0	0	0	60	7	0	6	0	0	33	117	0	7	24	1	5	0	1	32	83	19	63	165	29	135	100	130	24	22	19	50	3	47	104	60	16	2	25	0	0	99	2	0	4	0	32	3	6	8	46	2	32	6	71	30	7	59	23	6	4	44	68	6	1	0	0	2	9	28	3
110660	1	3	0	1	1	6	1	4	0	3	17	1	1	2	16	1	30	0	117	0	21	100	1	1	4	1755	2	43	222	2	146	261	1	619	0	2	1	437	1	1	4	2	2	230	335	1	1481	86	3	7	3	5	366	182	36	664	403	119	242	180	471	53	424	262	217	40	40	146	121	60	8	386	1	0	50	1	5	5	1	415	9	2	5	173	8	77	6	148	59	3	252	50	20	599	633	272	16	0	0	0	46	572	10	446
1106498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1106364	1	0	0	0	4	1	1	3	0	0	2	0	4	0	0	0	1	0	0	1	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	2	0	0	0	3	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1106384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
1106540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1106624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	5	0	4	18	0	11	1	0	0	0	0	0	0	0	0	0	0	0	26	0	0	9	44	0	0	0	0	0	5	0	6	0	24	9	12	9	1	0	1	12	8	0	1	7	19	0	0	0	0	3	0	0	0	0	14	0	0	0	42	3	20	0	30	0	0	5	7	16	0	3	22	306	0	4	0	2	1	55	0
110829	2	4	0	0	1	2	3	0	0	1	5	1	3	0	2	1	2	0	0	0	1	0	2	2	0	0	2	0	0	0	0	0	2	0	1	1	0	0	6	0	1	0	1	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1107493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	5	1	9	2	0	0	34	0	0	0	0	0	0	1	0	1	6	0	1	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	3	0	2	6	0	0	0	0	0	1	0	2
1107057	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	1	0	0	0	0	0	0	2	0	5	2	0	0	0	1	0	0	0	0	0	0	0	5	1	0	7	2	0	0	0	0	0	5	0	0	0	2	1	18	1	0	1	0	15	0	0	1	1	5	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	3	0	0	3	1	0	0	0	0	1	16	0
1106861	2	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	1	0	0	0	0	10	2	0	0	0	0	0	0	0	1	1	0	1	0	0	0	4	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	1	1	2	5	1	0	1	0	0	0	0	1	0	1	1	0	0	0	0	2	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	2	0	2	1	0	0	0	0	1	0	4
110682	2	1	1	0	0	2	0	2	0	0	1	1	1	0	0	1	0	2	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	1	0	1	0	0	3	2	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1106683	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1106830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	1
1107027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1107143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1107459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1107439	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1107175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
110723	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1107358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
110748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1107738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1107586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
1108062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
