# Constructed from biom file
#OTU ID	St_Patrick	Abita	Callopie	Alana	Unknown	Dyani	Abu	Captive_Baby	Marra	Nilsson	Unknown_FRC5	Nyx	Ariadne	Luna	Minerva	Jordan	Corey	Theodora	Bathsheba	Odysseus	Ivy	Ivanhoe	Octavia	Unknown_G2.3	Unknown_G2.2	Wings	Orf	Juniper	Azalea	Mimosa	Agate	Zanahoria	Rambo_II	Siobhan	Unknown_G2.1	Talia	URG.1	URG.10	URG.11	URG.12	URG.13	URG.14	URG.2	URG.3	URG.4	URG.5	URG.6	URG.7	URG.8	URG.9
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__	10615.0	10637.0	17370.0	7824.0	7474.0	8632.0	15858.0	360.0	4757.0	23869.0	2598.0	10658.0	21984.0	13248.0	6471.0	3874.0	6812.0	11044.0	10689.0	12797.0	28614.0	14988.0	5076.0	12389.0	11522.0	11370.0	22593.0	10651.0	7515.0	7674.0	13476.0	12507.0	7077.0	11868.0	11534.0	9128.0	8059.0	2155.0	8041.0	5767.0	8987.0	6105.0	8917.0	7424.0	7869.0	7273.0	9758.0	5728.0	10008.0	7982.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__;s__	0.0	3.0	8.0	3.0	8.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0	10.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	2.0	1.0	2.0	2.0	4.0	1.0	2.0	0.0	1.0	1.0	5.0	6.0	1.0	3.0	2.0	0.0	2.0	1.0	1.0	0.0	2.0	4.0	0.0	2.0	2.0	3.0	2.0	1.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__;s__	233.0	162.0	615.0	170.0	123.0	242.0	8.0	20.0	2.0	0.0	151.0	21.0	237.0	91.0	62.0	31.0	87.0	135.0	26.0	41.0	205.0	23.0	20.0	73.0	65.0	88.0	211.0	100.0	25.0	20.0	69.0	112.0	39.0	240.0	178.0	168.0	48.0	52.0	55.0	72.0	41.0	31.0	101.0	87.0	86.0	90.0	47.0	44.0	76.0	47.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__	336.0	407.0	1178.0	399.0	515.0	572.0	133.0	36.0	5.0	8.0	505.0	649.0	784.0	2018.0	755.0	287.0	752.0	724.0	1334.0	1198.0	1111.0	1148.0	300.0	1114.0	1804.0	653.0	1244.0	743.0	387.0	887.0	1019.0	229.0	634.0	347.0	1331.0	1444.0	726.0	762.0	2112.0	1453.0	1433.0	1380.0	1007.0	1378.0	1369.0	2153.0	2525.0	1043.0	1155.0	871.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__perfringens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	18.0	0.0	0.0	2.0	14.0	0.0	1.0	3.0	30.0	0.0	0.0	0.0	0.0	2.0	395.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	1.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__SMB53;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__	0.0	0.0	0.0	0.0	0.0	0.0	146.0	88.0	0.0	29.0	3202.0	4.0	1.0	0.0	0.0	0.0	5.0	40.0	2.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	3.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae;g__;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae;g__Dehalobacterium;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Pseudoramibacter_Eubacterium;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__	725.0	1398.0	2331.0	1523.0	1082.0	727.0	1364.0	3613.0	2617.0	1636.0	478.0	685.0	3109.0	2233.0	459.0	496.0	939.0	781.0	1224.0	1774.0	4028.0	3790.0	2414.0	1317.0	1182.0	1243.0	2389.0	1910.0	1056.0	892.0	1779.0	2260.0	1099.0	602.0	2600.0	1439.0	1076.0	721.0	2561.0	889.0	1131.0	770.0	1216.0	903.0	996.0	1032.0	2743.0	895.0	1289.0	925.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;s__	9.0	66.0	293.0	47.0	24.0	46.0	4.0	0.0	0.0	2.0	0.0	2.0	44.0	305.0	38.0	15.0	262.0	5.0	7.0	4.0	49.0	69.0	0.0	2.0	1.0	17.0	950.0	13.0	5.0	26.0	1604.0	43.0	69.0	1.0	123.0	65.0	9.0	18.0	37.0	66.0	73.0	433.0	51.0	33.0	8.0	129.0	351.0	0.0	12.0	38.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__	227.0	504.0	1214.0	461.0	354.0	347.0	1118.0	3823.0	82.0	813.0	618.0	873.0	988.0	1490.0	367.0	257.0	657.0	584.0	659.0	1070.0	826.0	482.0	352.0	733.0	782.0	499.0	1253.0	602.0	371.0	741.0	782.0	300.0	338.0	479.0	712.0	447.0	545.0	326.0	604.0	293.0	735.0	324.0	895.0	464.0	665.0	478.0	734.0	540.0	546.0	456.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__obeum	0.0	0.0	1.0	0.0	0.0	0.0	30.0	9.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__producta	0.0	0.0	3.0	1.0	0.0	0.0	0.0	629.0	2.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio;s__	2.0	20.0	41.0	9.0	2.0	6.0	0.0	1.0	0.0	0.0	6.0	5.0	36.0	22.0	8.0	7.0	7.0	22.0	7.0	22.0	54.0	12.0	9.0	23.0	24.0	32.0	23.0	74.0	6.0	5.0	20.0	10.0	3.0	25.0	37.0	50.0	11.0	4.0	27.0	10.0	16.0	11.0	24.0	15.0	13.0	11.0	16.0	22.0	9.0	10.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__	850.0	563.0	427.0	612.0	374.0	215.0	55.0	194.0	192.0	11.0	199.0	262.0	384.0	804.0	1007.0	65.0	329.0	137.0	250.0	673.0	672.0	125.0	363.0	87.0	308.0	1418.0	504.0	1481.0	220.0	117.0	417.0	941.0	446.0	124.0	92.0	360.0	202.0	102.0	365.0	399.0	810.0	433.0	1072.0	400.0	425.0	508.0	825.0	182.0	163.0	226.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__eutactus	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	6.0	8.0	9.0	59.0	66.0	244.0	23.0	94.0	0.0	20.0	0.0	0.0	9.0	41.0	30.0	23.0	0.0	20.0	0.0	26.0	6.0	0.0	1.0	182.0	0.0	0.0	7.0	0.0	6.0	23.0	0.0	3.0	5.0	0.0	0.0	1.0	219.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__	11.0	8.0	24.0	8.0	8.0	5.0	192.0	7127.0	507.0	99.0	7.0	14.0	15.0	11.0	9.0	10.0	14.0	22.0	7.0	8.0	19.0	13.0	9.0	9.0	4.0	6.0	17.0	13.0	4.0	13.0	19.0	20.0	10.0	10.0	12.0	7.0	10.0	3.0	14.0	2.0	4.0	9.0	8.0	5.0	7.0	8.0	6.0	8.0	5.0	6.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__formicigenerans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium;s__	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	3.0	1.0	0.0	1.0	2.0	1.0	0.0	1.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira;s__	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	27.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	2.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	93.0	6.0	4.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Marvinbryantia;s__formatexigens	166.0	533.0	1043.0	506.0	407.0	396.0	287.0	2.0	0.0	470.0	799.0	1162.0	1201.0	1808.0	391.0	222.0	685.0	524.0	684.0	1106.0	665.0	778.0	198.0	661.0	1135.0	686.0	1438.0	751.0	306.0	562.0	828.0	509.0	375.0	1002.0	926.0	622.0	735.0	234.0	520.0	248.0	881.0	301.0	1000.0	649.0	735.0	407.0	861.0	735.0	755.0	569.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Pseudobutyrivibrio;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Robinsoniella;s__peoriensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	6.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__	9.0	6.0	118.0	29.0	42.0	11.0	8.0	49.0	292.0	4.0	17.0	1.0	12.0	13.0	4.0	8.0	19.0	9.0	50.0	48.0	40.0	2.0	50.0	15.0	54.0	39.0	46.0	75.0	99.0	17.0	28.0	196.0	34.0	2.0	436.0	25.0	21.0	267.0	7.0	13.0	32.0	35.0	7.0	29.0	33.0	12.0	41.0	25.0	21.0	35.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__faecis	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus];s__	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus];s__gnavus	60.0	105.0	155.0	60.0	73.0	40.0	7.0	6.0	20.0	25.0	8.0	230.0	133.0	117.0	37.0	40.0	89.0	143.0	70.0	99.0	125.0	65.0	37.0	65.0	70.0	42.0	162.0	88.0	20.0	81.0	140.0	29.0	33.0	70.0	64.0	59.0	25.0	1.0	86.0	19.0	58.0	19.0	42.0	34.0	49.0	27.0	130.0	21.0	32.0	22.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__;s__	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__rc4-4;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__	6102.0	14061.0	31488.0	18817.0	18681.0	18970.0	28057.0	2434.0	576.0	21810.0	13738.0	7947.0	23283.0	15037.0	6177.0	7139.0	10074.0	7839.0	27353.0	37928.0	18174.0	17684.0	10365.0	17109.0	12179.0	11798.0	31011.0	13516.0	13729.0	22498.0	11905.0	16857.0	11418.0	8150.0	10147.0	12964.0	16898.0	8607.0	14546.0	11007.0	15806.0	8848.0	17950.0	13604.0	16663.0	14300.0	19434.0	13263.0	14883.0	17130.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Clostridium;s__methylpentosum	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__prausnitzii	24.0	152.0	215.0	96.0	87.0	78.0	602.0	0.0	1.0	430.0	950.0	17.0	769.0	1947.0	5.0	11.0	301.0	10.0	258.0	1601.0	388.0	146.0	1247.0	118.0	80.0	588.0	417.0	985.0	764.0	1041.0	107.0	603.0	969.0	24.0	174.0	71.0	103.0	2.0	44.0	121.0	111.0	262.0	266.0	174.0	87.0	119.0	143.0	54.0	188.0	86.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira;s__	417.0	711.0	2062.0	902.0	702.0	1261.0	216.0	19.0	2036.0	113.0	276.0	134.0	661.0	308.0	107.0	1021.0	305.0	480.0	354.0	591.0	965.0	205.0	272.0	1560.0	484.0	889.0	1862.0	525.0	1396.0	1151.0	461.0	1238.0	1158.0	243.0	751.0	823.0	435.0	1257.0	397.0	474.0	620.0	597.0	339.0	883.0	817.0	530.0	599.0	392.0	569.0	522.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Papillibacter;s__cinnamivorans	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__	2966.0	3483.0	5778.0	1654.0	1492.0	3143.0	118.0	4.0	104.0	5.0	934.0	1149.0	2961.0	2255.0	846.0	338.0	742.0	5275.0	3277.0	4410.0	5147.0	367.0	1431.0	1604.0	1806.0	2946.0	2381.0	3112.0	787.0	848.0	1243.0	2014.0	1754.0	1700.0	3871.0	1221.0	4203.0	1801.0	2087.0	1571.0	3139.0	3613.0	2462.0	5087.0	4661.0	2093.0	2549.0	3319.0	5711.0	6258.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__bromii	1.0	0.0	7.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	9.0	2.0	0.0	1.0	1.0	1.0	3.0	3.0	1.0	2.0	0.0	2.0	1.0	2.0	4.0	4.0	1.0	11.0	1.0	2.0	0.0	4.0	8.0	3.0	6.0	4.0	1.0	2.0	20.0	10.0	26.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__callidus	193.0	83.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	384.0	824.0	0.0	12.0	46.0	12.0	60.0	1.0	267.0	114.0	4.0	219.0	12.0	76.0	11.0	152.0	8.0	15.0	213.0	66.0	17.0	2.0	8.0	6.0	41.0	110.0	0.0	24.0	58.0	37.0	94.0	103.0	85.0	119.0	110.0	38.0	29.0	27.0	141.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__flavefaciens	17.0	25.0	196.0	54.0	65.0	116.0	0.0	1.0	0.0	0.0	123.0	31.0	293.0	86.0	9.0	2.0	19.0	125.0	73.0	219.0	441.0	155.0	272.0	19.0	14.0	39.0	277.0	15.0	128.0	26.0	3.0	127.0	61.0	42.0	277.0	62.0	14.0	0.0	26.0	4.0	37.0	121.0	21.0	14.0	8.0	4.0	63.0	51.0	76.0	21.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Dialister;s__	2.0	8.0	2.0	0.0	1.0	1.0	1.0	0.0	16.0	0.0	22.0	1.0	25.0	4.0	1.0	9.0	12.0	0.0	3.0	46.0	77.0	0.0	29.0	9.0	24.0	0.0	34.0	7.0	7.0	7.0	0.0	16.0	27.0	0.0	14.0	5.0	2.0	50.0	0.0	5.0	3.0	12.0	1.0	14.0	0.0	9.0	0.0	0.0	3.0	1.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Phascolarctobacterium;s__	0.0	0.0	7.0	1.0	0.0	1.0	8.0	0.0	42.0	6.0	1.0	0.0	14.0	0.0	0.0	2.0	2.0	0.0	3.0	10.0	48.0	18.0	11.0	37.0	7.0	4.0	23.0	0.0	14.0	24.0	7.0	13.0	16.0	9.0	19.0	9.0	5.0	4.0	1.0	14.0	18.0	10.0	4.0	5.0	2.0	14.0	1.0	4.0	4.0	9.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella;s__	4.0	3.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__;s__	181.0	184.0	169.0	305.0	79.0	125.0	16.0	17.0	2.0	8.0	23.0	210.0	518.0	136.0	70.0	151.0	388.0	74.0	88.0	373.0	747.0	249.0	325.0	260.0	114.0	293.0	656.0	279.0	171.0	276.0	181.0	167.0	117.0	349.0	153.0	150.0	90.0	68.0	50.0	120.0	139.0	98.0	84.0	118.0	111.0	107.0	80.0	73.0	131.0	92.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__Mogibacterium;s__	19.0	9.0	94.0	5.0	14.0	31.0	20.0	0.0	2.0	0.0	8.0	8.0	18.0	14.0	14.0	11.0	21.0	54.0	11.0	15.0	25.0	2.0	2.0	12.0	5.0	37.0	42.0	33.0	7.0	6.0	7.0	18.0	5.0	40.0	24.0	21.0	7.0	18.0	3.0	0.0	7.0	4.0	13.0	3.0	4.0	7.0	7.0	8.0	7.0	8.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__	175.0	0.0	6.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	10.0	5.0	30.0	6.0	8.0	4.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	27.0	15.0	60.0	12.0	13.0	7.0	12.0	14.0	5.0	27.0	6.0	15.0	89.0	108.0	2.0	20.0	24.0	68.0	38.0	5.0	4.0	19.0	7.0	5.0	28.0	89.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__hoa12_73A10	1802.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	358.0	0.0	0.0	10.0	0.0	161.0	239.0	0.0	0.0	19.0	0.0	0.0	0.0	397.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__RFN20;s__	0.0	26.0	36.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	75.0	0.0	31.0	7.0	12.0	2.0	1.0	9.0	4.0	9.0	69.0	0.0	4.0	21.0	18.0	74.0	12.0	94.0	0.0	10.0	1.0	2.0	18.0	6.0	0.0	24.0	12.0	0.0	3.0	28.0	4.0	38.0	12.0	12.0	9.0	25.0	2.0	6.0	15.0	2.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Eubacterium];s__cylindroides	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__p-75-a5;s__	15.0	3.0	12.0	7.0	1.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	9.0	4.0	1.0	2.0	1.0	16.0	4.0	3.0	10.0	3.0	0.0	4.0	1.0	7.0	10.0	2.0	2.0	2.0	3.0	3.0	1.0	5.0	1.0	3.0	4.0	17.0	1.0	1.0	4.0	1.0	7.0	6.0	9.0	0.0	3.0	7.0	4.0	3.0
k__Bacteria;p__Firmicutes;c__OPB54;o__;f__;g__;s__	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	7.0	2.0	1.0	1.0	3.0	0.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	2.0	1.0	1.0	3.0	2.0	0.0	4.0	0.0	5.0	1.0	1.0	2.0
